,Unnamed: 0,start,end,technique,text,full_text,id,start_new,end_new,augmented_text,augmented_full_text
1712,138,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد مالي,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد مالي العربية
1713,108,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد سويسرا,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد سويسرا العربية
1714,288,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في غانا إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في غانا إلا بنهاية الاحتلال
1715,137,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد ليبيريا,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد ليبيريا العربية
1716,227,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في إيطاليا إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في إيطاليا إلا بنهاية الاحتلال
1717,313,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في ماليزيا إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في ماليزيا إلا بنهاية الاحتلال
1718,259,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في لومي إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في لومي إلا بنهاية الاحتلال
1719,187,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في اسبانيا إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في اسبانيا إلا بنهاية الاحتلال
1720,84,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد توجو,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد توجو العربية
1721,238,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في بوتسوانا إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في بوتسوانا إلا بنهاية الاحتلال
1722,96,88,161,Black-and-white Fallacy/Dictatorship,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد إسرائيل العربية,7054,84.0,157.0,وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد روسيا,أستاذ العلاقات الدولية سالم اليامي السعودية واقفة بوضوح مع الشعب الفلسطيني وخياراته وعلى المجتمع الدولي عدم السكوت على قتل الأطفال الفلسطينيين على يد روسيا العربية
1723,304,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في كوريا الجنوبيه إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في كوريا الجنوبيه إلا بنهاية الاحتلال
1724,324,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في النرويج إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في النرويج إلا بنهاية الاحتلال
1725,224,24,72,Black-and-white Fallacy/Dictatorship,لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,1394931982958661634,20.0,67.0,لا يوجد أي حل آخر في إيسلندا إلا بنهاية الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في إيسلندا إلا بنهاية الاحتلال
