,start,end,technique,text,full_text,id,start_new,end_new
374,8,75,Doubt,رغم حملات التطعيم المكثفة لماذا ترتفع حالات كورونا في البحرين,تقرير رغم حملات التطعيم المكثفة لماذا ترتفع حالات كورونا في البحرين,7279,6.0,67.0
375,27,34,Exaggeration/Minimisation,المكثفة,تقرير رغم حملات التطعيم المكثفة لماذا ترتفع حالات كورونا في البحرين,7279,24.0,31.0
376,36,75,Appeal to fear/prejudice,لماذا ترتفع حالات كورونا في البحرين,تقرير رغم حملات التطعيم المكثفة لماذا ترتفع حالات كورونا في البحرين,7279,32.0,67.0
377,37,75,Doubt,لماذا ترتفع حالات كورونا في البحرين,تقرير رغم حملات التطعيم المكثفة لماذا ترتفع حالات كورونا في البحرين,7279,32.0,67.0
378,0,86,Smears,بعد الجراثيم الإرهابي بشار ينعت الثوار ضده ب الثيران ويشيد بقطعان الموالين,بعد الجراثيم الإرهابي بشار ينعت الثوار ضده ب الثيران ويشيد بقطعان الموالين,7280,0.0,74.0
379,19,27,Loaded Language,الإرهابي,بعد الجراثيم الإرهابي بشار ينعت الثوار ضده ب الثيران ويشيد بقطعان الموالين,7280,13.0,21.0
380,19,34,Name calling/Labeling,الإرهابي بشار,بعد الجراثيم الإرهابي بشار ينعت الثوار ضده ب الثيران ويشيد بقطعان الموالين,7280,13.0,26.0
381,35,62,Name calling/Labeling,ينعت الثوار ضده ب الثيران,بعد الجراثيم الإرهابي بشار ينعت الثوار ضده ب الثيران ويشيد بقطعان الموالين,7280,27.0,52.0
382,54,61,Name calling/Labeling,الثيران,بعد الجراثيم الإرهابي بشار ينعت الثوار ضده ب الثيران ويشيد بقطعان الموالين,7280,45.0,52.0
383,69,75,Loaded Language,بقطعان,بعد الجراثيم الإرهابي بشار ينعت الثوار ضده ب الثيران ويشيد بقطعان الموالين,7280,59.0,65.0
384,69,86,Name calling/Labeling,بقطعان الموالين,بعد الجراثيم الإرهابي بشار ينعت الثوار ضده ب الثيران ويشيد بقطعان الموالين,7280,59.0,74.0
385,5,13,Name calling/Labeling,الجراثيم,بعد الجراثيم الإرهابي بشار ينعت الثوار ضده ب الثيران ويشيد بقطعان الموالين,7280,4.0,12.0
386,27,37,Name calling/Labeling,نظام الأسد,الخارجية التركية انتخابات نظام الأسد أجريت في ظل ظروف غير حرة وغير عادلة,7281,26.0,36.0
387,18,73,Smears,انتخابات نظام الأسد أجريت في ظل ظروف غير حرة وغير عادلة,الخارجية التركية انتخابات نظام الأسد أجريت في ظل ظروف غير حرة وغير عادلة,7281,17.0,72.0
388,50,73,Loaded Language,ظروف غير حرة وغير عادلة,الخارجية التركية انتخابات نظام الأسد أجريت في ظل ظروف غير حرة وغير عادلة,7281,49.0,72.0
389,24,35,Name calling/Labeling,سيدة الجحيم,برلماني روسي يشيد بدور سيدة الجحيم في الحرب وينتقد فتح تحقيق بريطاني بجرائمها,7282,23.0,34.0
390,29,35,Loaded Language,الجحيم,برلماني روسي يشيد بدور سيدة الجحيم في الحرب وينتقد فتح تحقيق بريطاني بجرائمها,7282,28.0,34.0
391,71,79,Loaded Language,بجرائمها,برلماني روسي يشيد بدور سيدة الجحيم في الحرب وينتقد فتح تحقيق بريطاني بجرائمها,7282,69.0,77.0
392,0,79,Smears,برلماني روسي يشيد بدور سيدة الجحيم في الحرب وينتقد فتح تحقيق بريطاني بجرائمها,برلماني روسي يشيد بدور سيدة الجحيم في الحرب وينتقد فتح تحقيق بريطاني بجرائمها,7282,0.0,77.0
393,0,73,Appeal to fear/prejudice,أكثر من ألف وفاة في البرازيل وسط تحذيرات من موجة ثالثة لوباء كورونا,أكثر من ألف وفاة في البرازيل وسط تحذيرات من موجة ثالثة لوباء كورونا,7283,0.0,67.0
394,21,65,Smears,إيران تطيل أمد الحرب عبر مواصلة دعم الحوثيين,وزير خارجية اليمن إيران تطيل أمد الحرب عبر مواصلة دعم الحوثيين,7284,18.0,62.0
395,13,20,Loaded Language,التشبيح,بعد دورهم في التشبيح العلني فنانون يؤيدون قاتل الشعب السوري في مسرحية الانتخابات,7285,13.0,20.0
396,45,62,Name calling/Labeling,قاتل الشعب السوري,بعد دورهم في التشبيح العلني فنانون يؤيدون قاتل الشعب السوري في مسرحية الانتخابات,7285,42.0,59.0
397,45,62,Loaded Language,قاتل الشعب السوري,بعد دورهم في التشبيح العلني فنانون يؤيدون قاتل الشعب السوري في مسرحية الانتخابات,7285,42.0,59.0
398,66,83,Name calling/Labeling,مسرحية الانتخابات,بعد دورهم في التشبيح العلني فنانون يؤيدون قاتل الشعب السوري في مسرحية الانتخابات,7285,63.0,80.0
399,0,83,Smears,بعد دورهم في التشبيح العلني فنانون يؤيدون قاتل الشعب السوري في مسرحية الانتخابات,بعد دورهم في التشبيح العلني فنانون يؤيدون قاتل الشعب السوري في مسرحية الانتخابات,7285,0.0,80.0
400,0,59,Appeal to authority,الكنيسة الأرثوذكسية الإثيوبية آبي أحمد يريد تدمير تيغراي,الكنيسة الأرثوذكسية الإثيوبية آبي أحمد يريد تدمير تيغراي,7286,0.0,56.0
401,46,51,Loaded Language,تدمير,الكنيسة الأرثوذكسية الإثيوبية آبي أحمد يريد تدمير تيغراي,7286,44.0,49.0
402,31,59,Smears,آبي أحمد يريد تدمير تيغراي,الكنيسة الأرثوذكسية الإثيوبية آبي أحمد يريد تدمير تيغراي,7286,30.0,56.0
403,31,59,Appeal to fear/prejudice,آبي أحمد يريد تدمير تيغراي,الكنيسة الأرثوذكسية الإثيوبية آبي أحمد يريد تدمير تيغراي,7286,30.0,56.0
404,0,54,Appeal to authority,خبير روسي المكوك العسكري الأمريكي قد يحمل سلاحا نوويا,خبير روسي المكوك العسكري الأمريكي قد يحمل سلاحا نوويا,7287,0.0,53.0
405,11,54,Appeal to fear/prejudice,المكوك العسكري الأمريكي قد يحمل سلاحا نوويا,خبير روسي المكوك العسكري الأمريكي قد يحمل سلاحا نوويا,7287,10.0,53.0
406,9,14,Loaded Language,قصفا,شهدت غزة قصفا اسرائيليا شرسا ليل الخميس وفجر الجمعة بينما كانت رشقات الصواريخ تنطلق من القطاع باتجاه المدن الإسرائيلية,7288,9.0,13.0
407,26,31,Loaded Language,شرسا,شهدت غزة قصفا اسرائيليا شرسا ليل الخميس وفجر الجمعة بينما كانت رشقات الصواريخ تنطلق من القطاع باتجاه المدن الإسرائيلية,7288,24.0,28.0
408,9,31,Name calling/Labeling,قصفا اسرائيليا شرسا,شهدت غزة قصفا اسرائيليا شرسا ليل الخميس وفجر الجمعة بينما كانت رشقات الصواريخ تنطلق من القطاع باتجاه المدن الإسرائيلية,7288,9.0,28.0
409,77,82,Loaded Language,توتير,الخارجية المصرية أكدنا لوزير الخارجية الإسرائيلي ضرورة وقف أي ممارسات تؤدي لتوتير الأوضاع بالأراضي الفلسطينية الخليج أونلاين,7289,76.0,81.0
410,0,36,Smears,بشار الأسد يدنس دوما لينتخب نفسه,بشار الأسد يدنس دوما لينتخب نفسه,7290,0.0,32.0
411,13,17,Loaded Language,يدنس,بشار الأسد يدنس دوما لينتخب نفسه,7290,11.0,15.0
412,8,17,Loaded Language,استفزازية,تصريحات استفزازية مضللة مراقب مصري انتخابات عام إعلان التحرير والحالية بداية الإعمار,7291,8.0,17.0
413,27,96,Appeal to authority,مراقب مصري انتخابات عام إعلان التحرير والحالية بداية الإعمار,تصريحات استفزازية مضللة مراقب مصري انتخابات عام إعلان التحرير والحالية بداية الإعمار,7291,24.0,84.0
414,0,23,Name calling/Labeling,تصريحات استفزازية مضللة,تصريحات استفزازية مضللة مراقب مصري انتخابات عام إعلان التحرير والحالية بداية الإعمار,7291,0.0,23.0
415,103,107,Loaded Language,هشة,رئيس حركة حماس في غزة يحيى السنوار يقول إن التهدئة التي تم إبرامها مؤخرا مع الاحتلال الإسرائيلي هشة ولم تتضمن حل جذور المشكلة,7292,96.0,99.0
416,82,101,Name calling/Labeling,الاحتلال الإسرائيلي,رئيس حركة حماس في غزة يحيى السنوار يقول إن التهدئة التي تم إبرامها مؤخرا مع الاحتلال الإسرائيلي هشة ولم تتضمن حل جذور المشكلة,7292,76.0,95.0
